index,text
481,投融快讯 | 天际汽车获得20亿人民币A轮融资 巴图鲁汽配铺获得C+轮融资
482,新春寄语 |任登飞：悦生活，享美好，奥园健康与您共同创享生活之悦！
483,京东美妆为包装箱口红文案道歉：为用户补偿美妆产品
484,替代Google Play 报道称华为正与第三方应用商店洽谈
485,碧桂园“腰斩”、恒大跌三成 房企1月销售遇冷
486,银监会：重点查处猫鼠一家、监守自盗的腐败案件
487,海尔生物申报科创板获受理 张瑞敏间接参与持股
488,贵阳农商行不良率飙升   信用等级遭下调
489,快讯｜海南瑞泽子公司与广东省马术协会签署合作意向书
490,粤港澳大湾区发展规划纲要：建成智慧城市群
491,有赞成功借壳上市，市值超60亿港币
492,中国太保上半年净利83亿元 证金增持近8000万股
493,韩国科技部部长：集中力量向5G强国迈进
494,河南：新增140个本科专业
495,公告精选：融钰集团涉嫌信息披露违法违规被调查；苏宁易购计划2.1亿美元认购马云云锋基金
496,北京2022将成最具科技含量冬奥会——专访奥林匹克转播服务公司首席执行官埃克萨科斯
497,除了美联储 “3月7日”---这家央行升息与否也很关键！
498,“七彩云南·相约台湾”文化月活动将在高雄举办
499,*ST南风年报净利预计扭亏为盈 年报后将申请摘帽
500,两次被曝涉嫌产销劣药 东信医药再遭行政处罚
501,国际医学半年报净利增近17倍
502,城镇新增 就业          万人
503,花生日记涉嫌传销：被罚7456万，会员层级达51级
504,金宣置地、通合兴业等12家房产中介发布违规房源被查处
505,一场美女炫富引发大案终结 实控人诈骗400亿被判无期
506,50家券商承诺出资545亿19家已投出85亿 好标的真不多
507,两会快讯 | 陈晓华：两方面促进小农户与现代农业的有机衔接
508,智慧能源停牌筹划发行股份购买资产事项
509,大学生陷网贷刷单骗局 为百元佣金被骗11000元
510,樊纲：西咸新区有后发优势 可减少试错成本
511,国锐地产：预计2018年盈利不少于300万港元
512,湖北整治房企互联网金融业务：严查首付贷、众筹买房
513,河南启动“保健”市场乱象整治百日行动
514,挑战谷歌！微软与Facebook合作开发人工智能软件
515,工信部总工程师：建议移动加快培育5G与车联网等领域融合创新
516,5月CPI、PPI环比一跌一涨 猪价、油价分别成重要推手
517,上交所就发布上市公司停复牌业务指引答记者问
518,深交所修改《深圳证券交易所股票上市规则》《深圳证券交易所创业板股票上市规则》有关条款
519,每日经济新闻免费送李伯清绘画作品，获奖者揭晓
520,中泰化学：目前阿拉尔富丽达拥有年产34 万吨粘胶纤维产能
521,收益远超货基 躺着赚钱14天的国债逆回购了解一下
522,家居业务变为储备业务 富安娜转型要凉凉？
523,山西：新增50亿元再贷款支持小微企业
524,春运以来铁路公安帮助14960余名旅客找回物品总价值2820余万元
525,2018年金融科技专利数雄踞全球榜首 中国平安科技转型成业界样板
526,恒大与中科院首批合作项目签约 涉超级计算机等6大前沿科技领域
527,“末梢”灵敏周全，“大脑”处置高效——浙江台州探索全科网格式社会治理观察
528,空军后勤部与中广核签订军民融合战略合作协议
529,中公教育成功借壳亚夏汽车  A股迎来教培第一股
530,心灵家园人行成都分行工会心理减压服务取得成效
531,国家发改委废止《国家发展改革委关于转变职能改进和加强煤炭生产运行管理工作的通知》等8件文件
532,香港富豪刘銮雄家族加码驰援恒大
533,两位大咖解读中央经济工作会议：明年是经济能否转向中速高质量发展的关键
534,易宪容：美元汇率指数又在突破
535,科创板6月初或将进行“通关测试 ”
536,格力电器股权转让意向投资者见面会召开 自称华能信托人士到场
537,佳源国际单日暴跌逾80%  香港小型内房股寒意阵阵
538,上海银保监再查信用卡过度授信 部分银行未刚性扣减
539,南非约1800名被困矿工全部获救
540,【新春走基层】五世同堂的别样春节
541,人保寿险启动2018年客户服务节
542,牛市突遭黑天鹅！A股800亿“疫苗之王”跌停，旗下超90%毛利率产品将暂停生产
543,品钛三季度净利润340万美元 同比扭亏
544,快讯：2018年房地产业人均工资70428元
545,周二美股小幅高开 中美贸易战出现缓解迹象
546,高盛上修人民币兑美元预期
547,2018年VC/PE十大政策：一个蛮荒时代结束了
548,近一半中国人都在买买买？余额宝用户数突破6亿
549,山东：4.3亿元支持民航事业快速发展
550,印度央行降息25个基点至6% 符合市场预期
551,人民银行启动“征信服务 小微与民营企业融资发展”全国宣传活动
552,全世界都在“喜迎国庆”！灾后日本急盼中国游客
553,一季度境外投资者对境内金融机构直接投资净流入51.37亿元
554,管涛：前期人民币汇率贬值主要是受心理情绪冲击
555,尚福林：推动金融改革发展的三个重要方面
556,山东：残疾儿童康复救助范围扩大到18岁以下
557,"""彩电一哥""海信终出手，中国有了""更好的OLED"""
558,监管部门强化考核 要求银行业机构进加大涉农贷款投放力度
559,18日人民币对美元中间价下调73点 报6.7665
560,北京2019年将再开通3条轨道新线
561,「停开心」获Star VC领投数千万A轮融资，将深耕停车场资产运营
562,电商江湖添新客 今日头条“值点”能否另启一扇窗？
563,山东鸡蛋价格连续四周下跌
564,一个问题动用200人：台积电宣布设立检测部门
565,万达酒店发展成功收购万达酒管 财务资料纳入年度财务报表
566,两度回应质疑 百度转型阵痛求平衡
567,千亿团贷网重大进展：批捕41人 已有15万受害人报案
568,中汽协：一季度中国品牌乘用车市场份额下降20.7％
569,北京通州人才新政：如果莫言来租房，每月可收2144元“红包”
570,李彦宏委员：加快推动人工智能伦理研究
571,天神娱乐打开跌停 去年预亏超73亿
572,Facebook旗下又一子公司创始人离职，他们之间到底发生了什么？
573,江西省能源工作座谈会召开 重点抓好四个方面工作
574,ofo 资金问题严重，多家供应商称已停止与其合作
575,36氪WISE风向大会召开 共议2019年“大风向”
576,开元酒店赴港IPO成功 六成募资投向中高档酒店开发
577,印度一桥梁拦腰断裂 货车被卡断桥中间
578,保障应用下载安全“UC浏览器装机必备”通过可信应用分发模块评估
579,2018 CTCS第五届“智能出行”中国企业差旅合规高峰论坛即将开幕！
580,发展改革委印发《关于完善光伏发电上网电价机制有关问题的通知》
581,北辰实业一季度实现营收50.43亿元 同比增长191.88%
582,2018“一带一路”国家基础设施发展指数出炉：东南亚地区发展势头强劲  印尼蝉联榜首
583,基金从业者廉洁从业管理办法来了！14类行为视作违规
584,“凤凰展翅”精彩亮相——北京大兴国际机场建设新进展
585,全国政协委员翟美卿：建议出台针对高端专业人才的税收优惠政策
586,益生股份多名股东拟合计减持不超5.27%股份
587,广西文化旅游推介会在纽约联合国总部举行
588,第三波制裁降临 美伊“撕破脸”
589,城市轨道交通协会印发比亚迪城轨交通系统调研报告
590,海外专家学者警告美国升级经贸摩擦是在加码威胁世界经济
591,“全球海洋空间规划”项目启动
592,碧桂园连续七年入选港股100强  并获卓越地产行业奖
593,诺奖得主阿瑟·麦克唐纳：爱因斯坦的伟大在于对基础科学的远见
594,国务院任免国家工作人员 任命肖亚庆为国家市场监督管理总局局长
595,新华社：科创板和注册制试点对市场各方提出更高要求
596,马云韩国演讲：阿里的成功 源于49％女性员工
597,水和井的记忆（我和我的祖国）
598,iPhone X遭到神器完全破解 苹果愤怒封堵漏洞
599,央行明确定向降准三步走 首次已于15日执行
600,浙江链家被暂停网签资格，开放网络暗藏模式风险
601,宝宝树开盘价6.91港元 较发行价涨1.6%
602,中百集团去年拆迁补偿获益4.27亿 全年净利4.29亿元同比增长534% 四季度亏损
603,富士康辟谣：向威斯康辛州派遣中国员工是虚假新闻
604,“好队友”再立功！三星S10+广告片遭挪威电视台泄露
605,西藏首个文化产业双创类基地落成运营
606,沈阳市郊东部棋盘山突发山火正紧急扑救
607,中国恒大前2个月合约销售647.0亿元 同比下降42.49%
608,郑眼看盘：股指略跌 多空仍平衡
609,国务院扶贫办：进一步加大金融支持脱贫攻坚力度
610,泰禾集团：2018年末经营性现金流净额大幅增加至139.3亿元
611,特朗普：承认贸易战会带来打击 但对美国利大于弊
612,刘鹤：我们在原则问题上决不让步
613,安华保险董事长李富申遭罢免 临时负责人能否最终上任仍未决
614,50余城迎零门槛落户 年轻人的行李箱开始选择方向
615,国资委：推进装备制造、造船、化工等领域的战略性重组
616,西藏：66.7万生态岗位保护纯净雪域高原
617,加氢站建设滞后于氢燃料电池车发展 两会代表委员建议给予运营补贴
618,华为Mate20系列闪耀上市，搭载健康有益AI技术带来全新体验
619,丁磊怒赞华为：我早就看到很厉害了 他们是真枪实弹
620,阎庆民：增强金融监管的一致性、协同性、有效性和安全性
621,深交所:控制权变更、要约收购等停牌不超过5交易日
622,深圳通报首批71家清退P2P名单、27家失联名单
623,4月24日重要公告集锦：平安银行一季度净利74.46亿元 同比增长12.9%
624,柔性交直流配电网示范工程河北张家口正式投运
625,愤怒！网上直播、线下交易，儿童色情产业令人发指！
626,快手扩招1000+岗位 以研发线为主
627,电商草药销售乱象：凭照片开抗癌草药 涉及淘宝、拼多多、闲鱼
628,在失控中感受操控 一汽-大众SUV家族挑战冰雪征途
629,签约项目落地率已超30% 优质企业“债转股”持续加力
630,张玉良：4000亿大基建算盘
631,光大证券张文朗：基建未来更多要依赖显性债务
632,亿万网民参与百度抖音春晚互动热度空前
633,盛松成：人民币汇率稳定有利于经济转型
634,前4月全国一般公共预算收入69019亿 同比增12.9%
635,“十四五”将迎来生物质能大发展
636,楼市告别“黄金时代”房企坚持“现金为王”
637,周小川:部分新上台领导人不尊重科学和前人积累的做法终将碰壁
638,公告精选：*ST海润逾期债务已达36亿元，拟一次性甩卖6家子公司股权；贾跃亭所持330万股乐视网股票解除质押
639,苹果要求国外维修商禁止使用山寨配件 开庭后遭法官驳回
640,上海一家外资银行女员工非法侵占银行1亿余元，监管部门回应
641,饿了么：杭州7月新增10万会员 夜宵时段交易额上升45%
642,商务部：猪肉价格较五一节前一周上涨0.1%
